"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"3317",27708,3,29,1998,12,"DM","F",36,51,"Dipodomys","merriami","Rodent","Control"
"3318",27713,3,29,1998,12,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"3319",27716,3,29,1998,12,"DM","F",35,48,"Dipodomys","merriami","Rodent","Control"
"3320",27717,3,29,1998,12,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"3321",27728,3,29,1998,12,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"3322",27735,3,29,1998,12,"DM","F",38,40,"Dipodomys","merriami","Rodent","Control"
"3323",27766,5,2,1998,12,"DM","M",35,42,"Dipodomys","merriami","Rodent","Control"
"3324",27769,5,2,1998,12,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"3325",27771,5,2,1998,12,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"3326",27784,5,2,1998,12,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"3327",27786,5,2,1998,12,"DM","M",35,47,"Dipodomys","merriami","Rodent","Control"
"3328",27797,5,2,1998,12,"DM","M",35,45,"Dipodomys","merriami","Rodent","Control"
"3329",27858,5,28,1998,12,"DM","F",35,44,"Dipodomys","merriami","Rodent","Control"
"3330",27865,5,28,1998,12,"DM","M",36,52,"Dipodomys","merriami","Rodent","Control"
"3331",27871,5,28,1998,12,"DM","M",34,47,"Dipodomys","merriami","Rodent","Control"
"3332",27880,5,28,1998,12,"DM","F",37,48,"Dipodomys","merriami","Rodent","Control"
"3333",27888,5,28,1998,12,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"3334",27891,5,28,1998,12,"DM","M",34,45,"Dipodomys","merriami","Rodent","Control"
"3335",27895,5,28,1998,12,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"3336",27899,5,28,1998,12,"DM","F",33,48,"Dipodomys","merriami","Rodent","Control"
"3337",27900,5,28,1998,12,"DM","F",34,22,"Dipodomys","merriami","Rodent","Control"
"3338",27903,5,28,1998,12,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"3339",27907,5,28,1998,12,"DM","M",34,46,"Dipodomys","merriami","Rodent","Control"
"3340",27912,5,28,1998,12,"DM","F",36,57,"Dipodomys","merriami","Rodent","Control"
"3341",28029,6,27,1998,12,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"3342",28033,6,27,1998,12,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"3343",28049,6,27,1998,12,"DM","M",37,33,"Dipodomys","merriami","Rodent","Control"
"3344",28070,6,27,1998,12,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"3345",28072,6,27,1998,12,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"3346",28086,6,27,1998,12,"DM","M",34,44,"Dipodomys","merriami","Rodent","Control"
"3347",28090,6,27,1998,12,"DM","F",36,48,"Dipodomys","merriami","Rodent","Control"
"3348",28174,7,18,1998,12,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"3349",28185,7,18,1998,12,"DM","F",36,NA,"Dipodomys","merriami","Rodent","Control"
"3350",28203,7,18,1998,12,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"3351",28222,7,18,1998,12,"DM","F",36,54,"Dipodomys","merriami","Rodent","Control"
"3352",28236,7,18,1998,12,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"3353",28341,8,22,1998,12,"DM","F",36,51,"Dipodomys","merriami","Rodent","Control"
"3354",28342,8,22,1998,12,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"3355",28347,8,22,1998,12,"DM","M",35,26,"Dipodomys","merriami","Rodent","Control"
"3356",28349,8,22,1998,12,"DM","F",34,45,"Dipodomys","merriami","Rodent","Control"
"3357",28488,9,19,1998,12,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"3358",28489,9,19,1998,12,"DM","M",35,34,"Dipodomys","merriami","Rodent","Control"
"3359",28490,9,19,1998,12,"DM","F",34,43,"Dipodomys","merriami","Rodent","Control"
"3360",28491,9,19,1998,12,"DM","F",36,53,"Dipodomys","merriami","Rodent","Control"
"3361",28671,10,24,1998,12,"DM","M",35,45,"Dipodomys","merriami","Rodent","Control"
"3362",28673,10,24,1998,12,"DM","F",34,47,"Dipodomys","merriami","Rodent","Control"
"3363",28674,10,24,1998,12,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"3364",28675,10,24,1998,12,"DM","M",35,36,"Dipodomys","merriami","Rodent","Control"
"3365",28677,10,24,1998,12,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"3366",28678,10,24,1998,12,"DM","F",33,45,"Dipodomys","merriami","Rodent","Control"
"3367",28807,11,21,1998,12,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"3368",28810,11,21,1998,12,"DM","F",36,34,"Dipodomys","merriami","Rodent","Control"
"3369",28812,11,21,1998,12,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"3370",28814,11,21,1998,12,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
"3371",28815,11,21,1998,12,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
"3372",28816,11,21,1998,12,"DM","M",35,40,"Dipodomys","merriami","Rodent","Control"
"3373",28817,11,21,1998,12,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"3374",28819,11,21,1998,12,"DM","M",34,38,"Dipodomys","merriami","Rodent","Control"
"3375",28820,11,21,1998,12,"DM","M",34,39,"Dipodomys","merriami","Rodent","Control"
"3376",28821,11,21,1998,12,"DM","M",35,35,"Dipodomys","merriami","Rodent","Control"
"3377",28929,12,22,1998,12,"DM","M",35,37,"Dipodomys","merriami","Rodent","Control"
"3378",28930,12,22,1998,12,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"3379",28931,12,22,1998,12,"DM","F",37,48,"Dipodomys","merriami","Rodent","Control"
"3380",28932,12,22,1998,12,"DM","F",35,39,"Dipodomys","merriami","Rodent","Control"
"3381",28933,12,22,1998,12,"DM","F",35,45,"Dipodomys","merriami","Rodent","Control"
"3382",28934,12,22,1998,12,"DM","M",37,37,"Dipodomys","merriami","Rodent","Control"
"3383",28935,12,22,1998,12,"DM","M",36,33,"Dipodomys","merriami","Rodent","Control"
"3384",28936,12,22,1998,12,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"3385",29041,1,16,1999,12,"DM","F",35,41,"Dipodomys","merriami","Rodent","Control"
"3386",29043,1,16,1999,12,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"3387",29044,1,16,1999,12,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
"3388",29046,1,16,1999,12,"DM","F",36,41,"Dipodomys","merriami","Rodent","Control"
"3389",29047,1,16,1999,12,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"3390",29048,1,16,1999,12,"DM","M",38,41,"Dipodomys","merriami","Rodent","Control"
"3391",29049,1,16,1999,12,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
"3392",29175,2,20,1999,12,"DM","F",36,52,"Dipodomys","merriami","Rodent","Control"
"3393",29176,2,20,1999,12,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"3394",29178,2,20,1999,12,"DM","F",35,45,"Dipodomys","merriami","Rodent","Control"
"3395",29179,2,20,1999,12,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
"3396",29181,2,20,1999,12,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"3397",29182,2,20,1999,12,"DM","M",37,53,"Dipodomys","merriami","Rodent","Control"
"3398",29183,2,20,1999,12,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"3399",29184,2,20,1999,12,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"3400",29186,2,20,1999,12,"DM","F",35,41,"Dipodomys","merriami","Rodent","Control"
"3401",29315,3,14,1999,12,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"3402",29317,3,14,1999,12,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"3403",29318,3,14,1999,12,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"3404",29320,3,14,1999,12,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"3405",29323,3,14,1999,12,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"3406",29325,3,14,1999,12,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"3407",29326,3,14,1999,12,"DM","M",35,49,"Dipodomys","merriami","Rodent","Control"
"3408",29327,3,14,1999,12,"DM","M",38,53,"Dipodomys","merriami","Rodent","Control"
"3409",29329,3,14,1999,12,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"3410",29440,4,17,1999,12,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"3411",29441,4,17,1999,12,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"3412",29442,4,17,1999,12,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"3413",29443,4,17,1999,12,"DM","F",37,41,"Dipodomys","merriami","Rodent","Control"
"3414",29445,4,17,1999,12,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"3415",29450,4,17,1999,12,"DM","M",38,43,"Dipodomys","merriami","Rodent","Control"
"3416",29451,4,17,1999,12,"DM","F",32,44,"Dipodomys","merriami","Rodent","Control"
"3417",29578,5,15,1999,12,"DM","F",35,38,"Dipodomys","merriami","Rodent","Control"
"3418",29580,5,15,1999,12,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"3419",29582,5,15,1999,12,"DM","F",36,47,"Dipodomys","merriami","Rodent","Control"
"3420",29584,5,15,1999,12,"DM","F",37,35,"Dipodomys","merriami","Rodent","Control"
"3421",29708,6,12,1999,12,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"3422",29709,6,12,1999,12,"DM","F",37,36,"Dipodomys","merriami","Rodent","Control"
"3423",29710,6,12,1999,12,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"3424",29712,6,12,1999,12,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"3425",29714,6,12,1999,12,"DM","M",21,22,"Dipodomys","merriami","Rodent","Control"
"3426",29866,10,9,1999,12,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
"3427",29867,10,9,1999,12,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"3428",29868,10,9,1999,12,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
"3429",29869,10,9,1999,12,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
"3430",29870,10,9,1999,12,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"3431",30179,1,8,2000,12,"DM","M",36,60,"Dipodomys","merriami","Rodent","Control"
"3432",30313,2,5,2000,12,"DM","F",36,47,"Dipodomys","merriami","Rodent","Control"
"3433",30316,2,5,2000,12,"DM","F",33,33,"Dipodomys","merriami","Rodent","Control"
"3434",30453,3,4,2000,12,"DM","F",35,33,"Dipodomys","merriami","Rodent","Control"
"3435",30614,4,30,2000,12,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"3436",30615,4,30,2000,12,"DM","M",34,18,"Dipodomys","merriami","Rodent","Control"
"3437",30621,4,30,2000,12,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"3438",30742,6,3,2000,12,"DM","F",36,47,"Dipodomys","merriami","Rodent","Control"
"3439",30743,6,3,2000,12,"DM","M",35,32,"Dipodomys","merriami","Rodent","Control"
"3440",30925,7,1,2000,12,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
"3441",30926,7,1,2000,12,"DM","M",35,28,"Dipodomys","merriami","Rodent","Control"
"3442",31113,7,22,2000,12,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
"3443",31115,7,22,2000,12,"DM","M",37,36,"Dipodomys","merriami","Rodent","Control"
"3444",31119,7,22,2000,12,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
"3445",31217,8,25,2000,12,"DM","F",35,49,"Dipodomys","merriami","Rodent","Control"
"3446",31218,8,25,2000,12,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"3447",31393,9,30,2000,12,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"3448",31396,9,30,2000,12,"DM","F",36,47,"Dipodomys","merriami","Rodent","Control"
"3449",31522,11,25,2000,12,"DM","F",36,47,"Dipodomys","merriami","Rodent","Control"
"3450",31526,11,25,2000,12,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
"3451",31527,11,25,2000,12,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"3452",31637,12,22,2000,12,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"3453",31723,1,21,2001,12,"DM","F",37,49,"Dipodomys","merriami","Rodent","Control"
"3454",31725,1,21,2001,12,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"3455",31865,3,24,2001,12,"DM","F",37,58,"Dipodomys","merriami","Rodent","Control"
"3456",31954,4,21,2001,12,"DM","F",37,57,"Dipodomys","merriami","Rodent","Control"
"3457",32049,5,26,2001,12,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"3458",32170,6,25,2001,12,"DM","F",36,30,"Dipodomys","merriami","Rodent","Control"
"3459",32174,6,25,2001,12,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"3460",32176,6,25,2001,12,"DM","F",34,33,"Dipodomys","merriami","Rodent","Control"
"3461",32394,8,25,2001,12,"DM","F",35,50,"Dipodomys","merriami","Rodent","Control"
"3462",32399,8,25,2001,12,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"3463",32615,9,22,2001,12,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
"3464",32616,9,22,2001,12,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
"3465",32832,10,13,2001,12,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
"3466",32838,10,13,2001,12,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"3467",33044,11,17,2001,12,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"3468",33239,12,15,2001,12,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
"3469",33242,12,15,2001,12,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"3470",33344,1,12,2002,12,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"3471",33347,1,12,2002,12,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
"3472",33439,2,9,2002,12,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"3473",33442,2,9,2002,12,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"3474",33593,3,13,2002,12,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"3475",33764,4,16,2002,12,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"3476",33771,4,16,2002,12,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"3477",33774,4,16,2002,12,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"3478",33969,5,15,2002,12,"DM","F",36,53,"Dipodomys","merriami","Rodent","Control"
"3479",33975,5,15,2002,12,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"3480",34199,6,15,2002,12,"DM","F",36,50,"Dipodomys","merriami","Rodent","Control"
"3481",34435,7,13,2002,12,"DM","F",35,47,"Dipodomys","merriami","Rodent","Control"
"3482",34676,9,8,2002,12,"DM","F",36,60,"Dipodomys","merriami","Rodent","Control"
"3483",34822,10,5,2002,12,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
"3484",34826,10,5,2002,12,"DM","F",35,50,"Dipodomys","merriami","Rodent","Control"
"3485",35034,11,9,2002,12,"DM","F",35,51,"Dipodomys","merriami","Rodent","Control"
"3486",35242,12,7,2002,12,"DM","M",35,33,"Dipodomys","merriami","Rodent","Control"
"3487",35245,12,7,2002,12,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"3488",35410,12,29,2002,12,"DM","F",35,48,"Dipodomys","merriami","Rodent","Control"
"3489",35412,12,29,2002,12,"DM","M",36,36,"Dipodomys","merriami","Rodent","Control"
"3490",22579,8,26,1995,12,"PF","M",16,8,"Perognathus","flavus","Rodent","Control"
"3491",23018,12,2,1995,12,"PF","F",15,6,"Perognathus","flavus","Rodent","Control"
"3492",23145,12,21,1995,12,"PF","F",15,6,"Perognathus","flavus","Rodent","Control"
"3493",23380,2,24,1996,12,"PF","F",14,7,"Perognathus","flavus","Rodent","Control"
"3494",23666,4,14,1996,12,"PF","F",15,8,"Perognathus","flavus","Rodent","Control"
"3495",23921,5,23,1996,12,"PF","F",15,7,"Perognathus","flavus","Rodent","Control"
"3496",24050,6,13,1996,12,"PF","F",16,10,"Perognathus","flavus","Rodent","Control"
"3497",24187,7,20,1996,12,"PF","M",17,8,"Perognathus","flavus","Rodent","Control"
"3498",24225,7,20,1996,12,"PF","F",16,6,"Perognathus","flavus","Rodent","Control"
"3499",24327,8,14,1996,12,"PF","M",16,9,"Perognathus","flavus","Rodent","Control"
"3500",24436,9,21,1996,12,"PF","M",16,7,"Perognathus","flavus","Rodent","Control"
"3501",24453,9,21,1996,12,"PF","F",15,8,"Perognathus","flavus","Rodent","Control"
"3502",24550,10,12,1996,12,"PF","M",16,7,"Perognathus","flavus","Rodent","Control"
"3503",24564,10,12,1996,12,"PF","M",15,8,"Perognathus","flavus","Rodent","Control"
"3504",24580,10,12,1996,12,"PF","F",16,7,"Perognathus","flavus","Rodent","Control"
"3505",24967,2,8,1997,12,"PF","M",16,9,"Perognathus","flavus","Rodent","Control"
"3506",25224,3,15,1997,12,"PF","M",16,9,"Perognathus","flavus","Rodent","Control"
"3507",25266,3,15,1997,12,"PF","M",16,8,"Perognathus","flavus","Rodent","Control"
"3508",25553,4,12,1997,12,"PF","M",15,9,"Perognathus","flavus","Rodent","Control"
"3509",26472,7,9,1997,12,"PF","F",15,10,"Perognathus","flavus","Rodent","Control"
"3510",27922,5,28,1998,12,"PF","F",16,10,"Perognathus","flavus","Rodent","Control"
"3511",27339,12,28,1997,12,"PE","M",19,24,"Peromyscus","eremicus","Rodent","Control"
"3512",32050,5,26,2001,12,"PE","M",21,20,"Peromyscus","eremicus","Rodent","Control"
"3513",32618,9,22,2001,12,"PE","F",20,21,"Peromyscus","eremicus","Rodent","Control"
"3514",33046,11,17,2001,12,"PE","M",20,22,"Peromyscus","eremicus","Rodent","Control"
"3515",33341,1,12,2002,12,"PE","F",20,15,"Peromyscus","eremicus","Rodent","Control"
"3516",33346,1,12,2002,12,"PE","M",21,23,"Peromyscus","eremicus","Rodent","Control"
"3517",33438,2,9,2002,12,"PE","F",21,22,"Peromyscus","eremicus","Rodent","Control"
"3518",33973,5,15,2002,12,"PE","F",20,24,"Peromyscus","eremicus","Rodent","Control"
"3519",33978,5,15,2002,12,"PE","M",21,23,"Peromyscus","eremicus","Rodent","Control"
"3520",34205,6,15,2002,12,"PE","F",20,23,"Peromyscus","eremicus","Rodent","Control"
"3521",34446,7,13,2002,12,"PE","M",21,23,"Peromyscus","eremicus","Rodent","Control"
"3522",35248,12,7,2002,12,"PE","F",19,23,"Peromyscus","eremicus","Rodent","Control"
"3523",22297,6,7,1995,12,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"3524",22365,6,27,1995,12,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"3525",22436,7,20,1995,12,"PP","F",21,19,"Chaetodipus","penicillatus","Rodent","Control"
"3526",22445,7,20,1995,12,"PP","F",21,11,"Chaetodipus","penicillatus","Rodent","Control"
"3527",22465,7,20,1995,12,"PP","F",20,13,"Chaetodipus","penicillatus","Rodent","Control"
"3528",22539,8,26,1995,12,"PP","M",22,NA,"Chaetodipus","penicillatus","Rodent","Control"
"3529",22543,8,26,1995,12,"PP","F",23,19,"Chaetodipus","penicillatus","Rodent","Control"
"3530",22544,8,26,1995,12,"PP","F",23,21,"Chaetodipus","penicillatus","Rodent","Control"
"3531",22551,8,26,1995,12,"PP","M",24,20,"Chaetodipus","penicillatus","Rodent","Control"
"3532",22575,8,26,1995,12,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"3533",22677,9,23,1995,12,"PP","M",20,17,"Chaetodipus","penicillatus","Rodent","Control"
"3534",22845,10,28,1995,12,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Control"
"3535",23648,4,14,1996,12,"PP","F",23,19,"Chaetodipus","penicillatus","Rodent","Control"
"3536",24034,6,13,1996,12,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Control"
"3537",24038,6,13,1996,12,"PP","F",23,25,"Chaetodipus","penicillatus","Rodent","Control"
"3538",24202,7,20,1996,12,"PP","F",23,21,"Chaetodipus","penicillatus","Rodent","Control"
"3539",24305,8,14,1996,12,"PP","F",23,19,"Chaetodipus","penicillatus","Rodent","Control"
"3540",24324,8,14,1996,12,"PP","F",23,16,"Chaetodipus","penicillatus","Rodent","Control"
"3541",24395,9,21,1996,12,"PP","M",21,11,"Chaetodipus","penicillatus","Rodent","Control"
"3542",24449,9,21,1996,12,"PP","M",19,14,"Chaetodipus","penicillatus","Rodent","Control"
"3543",24547,10,12,1996,12,"PP","M",22,16,"Chaetodipus","penicillatus","Rodent","Control"
"3544",25185,3,15,1997,12,"PP","M",21,18,"Chaetodipus","penicillatus","Rodent","Control"
"3545",25198,3,15,1997,12,"PP","M",24,22,"Chaetodipus","penicillatus","Rodent","Control"
"3546",25245,3,15,1997,12,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"3547",25433,4,12,1997,12,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"3548",25459,4,12,1997,12,"PP","F",21,21,"Chaetodipus","penicillatus","Rodent","Control"
"3549",25469,4,12,1997,12,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"3550",25481,4,12,1997,12,"PP","M",23,23,"Chaetodipus","penicillatus","Rodent","Control"
"3551",25491,4,12,1997,12,"PP","M",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"3552",25501,4,12,1997,12,"PP","M",22,21,"Chaetodipus","penicillatus","Rodent","Control"
"3553",25538,4,12,1997,12,"PP","M",21,20,"Chaetodipus","penicillatus","Rodent","Control"
"3554",25696,5,10,1997,12,"PP","F",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"3555",25707,5,10,1997,12,"PP","M",23,24,"Chaetodipus","penicillatus","Rodent","Control"
"3556",25728,5,10,1997,12,"PP","F",23,23,"Chaetodipus","penicillatus","Rodent","Control"
"3557",25756,5,10,1997,12,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"3558",26059,6,10,1997,12,"PP","F",23,19,"Chaetodipus","penicillatus","Rodent","Control"
"3559",26069,6,10,1997,12,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"3560",26074,6,10,1997,12,"PP","F",22,19,"Chaetodipus","penicillatus","Rodent","Control"
"3561",26236,7,9,1997,12,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"3562",26283,7,9,1997,12,"PP","F",23,20,"Chaetodipus","penicillatus","Rodent","Control"
"3563",26302,7,9,1997,12,"PP","F",22,15,"Chaetodipus","penicillatus","Rodent","Control"
"3564",26320,7,9,1997,12,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"3565",26391,7,9,1997,12,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Control"
"3566",26452,7,9,1997,12,"PP","F",21,11,"Chaetodipus","penicillatus","Rodent","Control"
"3567",26486,7,9,1997,12,"PP","F",23,14,"Chaetodipus","penicillatus","Rodent","Control"
"3568",26558,7,29,1997,12,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Control"
"3569",26568,7,29,1997,12,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"3570",26612,7,29,1997,12,"PP","F",22,15,"Chaetodipus","penicillatus","Rodent","Control"
"3571",26614,7,29,1997,12,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"3572",27855,5,28,1998,12,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"3573",27863,5,28,1998,12,"PP","M",21,18,"Chaetodipus","penicillatus","Rodent","Control"
"3574",28167,7,18,1998,12,"PP","F",21,25,"Chaetodipus","penicillatus","Rodent","Control"
"3575",28188,7,18,1998,12,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Control"
"3576",28241,7,18,1998,12,"PP","M",20,12,"Chaetodipus","penicillatus","Rodent","Control"
"3577",28339,8,22,1998,12,"PP","M",21,13,"Chaetodipus","penicillatus","Rodent","Control"
"3578",28340,8,22,1998,12,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"3579",28345,8,22,1998,12,"PP","M",21,12,"Chaetodipus","penicillatus","Rodent","Control"
"3580",28483,9,19,1998,12,"PP","M",20,12,"Chaetodipus","penicillatus","Rodent","Control"
"3581",28484,9,19,1998,12,"PP","M",22,13,"Chaetodipus","penicillatus","Rodent","Control"
"3582",28486,9,19,1998,12,"PP","M",21,11,"Chaetodipus","penicillatus","Rodent","Control"
"3583",28487,9,19,1998,12,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"3584",28670,10,24,1998,12,"PP","M",21,14,"Chaetodipus","penicillatus","Rodent","Control"
"3585",29439,4,17,1999,12,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"3586",29579,5,15,1999,12,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Control"
"3587",29716,6,12,1999,12,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Control"
"3588",29824,9,11,1999,12,"PP","F",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"3589",29871,10,9,1999,12,"PP","F",21,20,"Chaetodipus","penicillatus","Rodent","Control"
"3590",29872,10,9,1999,12,"PP","M",20,19,"Chaetodipus","penicillatus","Rodent","Control"
"3591",29873,10,9,1999,12,"PP","F",20,19,"Chaetodipus","penicillatus","Rodent","Control"
"3592",29952,11,6,1999,12,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"3593",29953,11,6,1999,12,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"3594",29954,11,6,1999,12,"PP","M",20,12,"Chaetodipus","penicillatus","Rodent","Control"
"3595",30071,12,5,1999,12,"PP","M",20,14,"Chaetodipus","penicillatus","Rodent","Control"
"3596",30072,12,5,1999,12,"PP","M",20,14,"Chaetodipus","penicillatus","Rodent","Control"
"3597",30073,12,5,1999,12,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Control"
"3598",30076,12,5,1999,12,"PP","M",23,23,"Chaetodipus","penicillatus","Rodent","Control"
"3599",30178,1,8,2000,12,"PP","M",24,18,"Chaetodipus","penicillatus","Rodent","Control"
"3600",30184,1,8,2000,12,"PP","M",21,14,"Chaetodipus","penicillatus","Rodent","Control"
"3601",30310,2,5,2000,12,"PP","M",19,15,"Chaetodipus","penicillatus","Rodent","Control"
"3602",30317,2,5,2000,12,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"3603",30319,2,5,2000,12,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Control"
"3604",30444,3,4,2000,12,"PP","M",19,13,"Chaetodipus","penicillatus","Rodent","Control"
"3605",30445,3,4,2000,12,"PP","F",20,14,"Chaetodipus","penicillatus","Rodent","Control"
"3606",30446,3,4,2000,12,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"3607",30447,3,4,2000,12,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Control"
